SOFTWARECOMPONENT	SWCOMPDESC	APPLICATIONCOMPONENT	APCOMPDESC	CHECKID	CATEGORY	MESSAGE	MSGTYPE	RETURNCODE	MSGIDENTIFIER	SEVERITY	COMPLEXITY	PROCAREA	PROCAREAL2	EFFORT	EFFORTFUNC	EFFORTTECH	NOTE	MIGRPOSSIBLE	MIGRIMPACT
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000300015 is not having CVI mapping check the table CVI_VEND_LINK in client 100  kindly refer note 2210486	A	12	BPMD006	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000400001 is not having CVI mapping check the table CVI_VEND_LINK in client 100  kindly refer note 2210486	A	12	BPMD006	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000400003 is not having CVI mapping check the table CVI_VEND_LINK in client 100  kindly refer note 2210486	A	12	BPMD006	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000491000 is not having CVI mapping check the table CVI_VEND_LINK in client 100  kindly refer note 2210486	A	12	BPMD006	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000491100 is not having CVI mapping check the table CVI_VEND_LINK in client 100  kindly refer note 2210486	A	12	BPMD006	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000493000 is not having CVI mapping check the table CVI_VEND_LINK in client 100  kindly refer note 2210486	A	12	BPMD006	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	A000000001 is not having CVI mapping check the table CVI_VEND_LINK in client 100  kindly refer note 2210486	A	12	BPMD006	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	A000000002 is not having CVI mapping check the table CVI_VEND_LINK in client 100  kindly refer note 2210486	A	12	BPMD006	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	A000000003 is not having CVI mapping check the table CVI_VEND_LINK in client 100  kindly refer note 2210486	A	12	BPMD006	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	A1 is not having CVI mapping check the table CVI_VEND_LINK in client 100  kindly refer note 2210486	A	12	BPMD006	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	FEDEX is not having CVI mapping check the table CVI_VEND_LINK in client 100  kindly refer note 2210486	A	12	BPMD006	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	IV1010 is not having CVI mapping check the table CVI_VEND_LINK in client 100  kindly refer note 2210486	A	12	BPMD006	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	REFRAC is not having CVI mapping check the table CVI_VEND_LINK in client 100  kindly refer note 2210486	A	12	BPMD006	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	ZNDCP_V1 is not having CVI mapping check the table CVI_VEND_LINK in client 100  kindly refer note 2210486	A	12	BPMD006	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	ZNDCP_V2 is not having CVI mapping check the table CVI_VEND_LINK in client 100  kindly refer note 2210486	A	12	BPMD006	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000100007 is not having CVI mapping check the table CVI_VEND_LINK in client 100  kindly refer note 2210486	A	12	BPMD006	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000510003 is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000510004 is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000510005 is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000510010 is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000510011 is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000510012 is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000510013 is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000510014 is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000510015 is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000510020 is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000510025 is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	ABC is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	CROWDER is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	DBANK is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	FORGE is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	GODBY is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	HOME DEPOT is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	IC1000 is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	TURNER is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	WALGREEN is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	WALMART is not having CVI mapping check the table CVI_CUST_LINK in client 100  kindly refer note 2210486	A	12	BPMD005	4	Medium	SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000100000 is not having CVI mapping check the table CVI_VEND_LINK in client 100  kindly refer note 2210486	A	12	BPMD006	4	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000100005 is not having CVI mapping check the table CVI_VEND_LINK in client 100  kindly refer note 2210486	A	12	BPMD006	4	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CVI_MAPPING	Data	0000100006 is not having CVI mapping check the table CVI_VEND_LINK in client 100  kindly refer note 2210486	A	12	BPMD006	4	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CON_ASSIGNMENT	Data	Some of the customer value mapping is not maintained kindly refer note 2210486	W	4	BPMD007	3	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CON_ASSIGNMENT	Data	Contact person Assignment not activated and not maintained in table CVIC_MAP_CONTACT in client  kindly refer note 2210486	W	4	BPMD007	3	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CON_ASSIGNMENT	Data	0003 Department not maintained in table CVIC_CP1_LINK in client 100 kindly refer note 2210486	W	4	BPMD008	3	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CON_ASSIGNMENT	Data	0005 Department not maintained in table CVIC_CP1_LINK in client 100 kindly refer note 2210486	W	4	BPMD008	3	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CON_ASSIGNMENT	Data	0002 Department not maintained in table CVIC_CP1_LINK in client 100 kindly refer note 2210486	W	4	BPMD008	3	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CON_ASSIGNMENT	Data	07 Function not maintained in table CVIC_CP2_LINK in client 100 kindly refer note 2210486	W	4	BPMD009	3	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CON_ASSIGNMENT	Data	02 Function not maintained in table CVIC_CP2_LINK in client 100 kindly refer note 2210486	W	4	BPMD009	3	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CON_ASSIGNMENT	Data	0002 Department not maintained in table CVIC_CP1_LINK in client 100 kindly refer note 2210486	W	4	BPMD008	3	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CONT_MAP	Data	Some of the customers are not having contact person mapping kindly refer note 2210486	A	12	BPMD019	4	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CONT_MAP	Data	0000023214is not mainatined in tableCVI_CUST_CT_LINK in client100 kindly refer note 2210486	A	12	BPMD019	4	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CONT_MAP	Data	0000023216is not mainatined in tableCVI_CUST_CT_LINK in client100 kindly refer note 2210486	A	12	BPMD019	4	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CONT_MAP	Data	0000023217is not mainatined in tableCVI_CUST_CT_LINK in client100 kindly refer note 2210486	A	12	BPMD019	4	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CONT_MAP	Data	0000023218is not mainatined in tableCVI_CUST_CT_LINK in client100 kindly refer note 2210486	A	12	BPMD019	4	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CONT_MAP	Data	0000023215is not mainatined in tableCVI_CUST_CT_LINK in client100 kindly refer note 2210486	A	12	BPMD019	4	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CONT_MAP	Data	0000023221is not mainatined in tableCVI_CUST_CT_LINK in client100 kindly refer note 2210486	A	12	BPMD019	4	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CONT_MAP	Data	0000023222is not mainatined in tableCVI_CUST_CT_LINK in client100 kindly refer note 2210486	A	12	BPMD019	4	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CONT_MAP	Data	0000023212is not mainatined in tableCVI_VEND_CT_LINK in client100 kindly refer note 2210486	A	12	BPMD020	4	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CONT_MAP	Data	0000023213is not mainatined in tableCVI_VEND_CT_LINK in client100 kindly refer note 2210486	A	12	BPMD020	4	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CONT_MAP	Data	0000023219is not mainatined in tableCVI_VEND_CT_LINK in client100 kindly refer note 2210486	A	12	BPMD020	4	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_CONT_MAP	Data	0000023220is not mainatined in tableCVI_VEND_CT_LINK in client100 kindly refer note 2210486	A	12	BPMD020	4	Medium	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Some of the post value mapping for customer and vendor are not maintained kindly refer note 2210486	W	4	BPMD021	3	Simple	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	3	Simple	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	3	Simple	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	3	Simple	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	3	Simple	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	3	Simple	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	3	Simple	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	3	Simple	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	3	Simple	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	3	Simple	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	3	Simple	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	2	Simple	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	2	Simple	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Simple	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Simple	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Simple	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Simple	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Simple	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client000kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
SAP_APPL	Logistics and Accounting	LO-MD-BP	Business Partners	CHK_POST_CON_ASSIGNMENT	Data	Legal form not maintained in tableCVIC_LEGFORM_LNK in client001kindly refer note 2210486	W	4	BPMD027	1	Complex	MM/SD	Master data	4	2	2	2210486	Yes	Conflict with work around
