PROGTYPE	OBJTYPE	OBJDESC	SUBOBJ	SUBOBJDESC	OBJNAME	OBJTEXT	APPLN	FRICETYPE	PACKAGE	SYSNAME	MAINPROG	INCL	LINNO	ERRORMSG	MSGTYP	COMPLEXITY	REMEDIATE	PERFFLG	SCFILE	UNICODEERR	DEFTYPE	REFOBJTYP	CATEGORY	CHECK_DEFECT
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT_TEST	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT_TEST	ZFI_INVENTORY_TOP_TEST	  318	OBJBIN2 stands for 2 fields, for internal table OBJBIN2[], and for the table header line. Structure OBJBIN2 is not addressed statically in the program.	W	3					S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZRFFOUS_C	International Payment Medium - Check (with check management)			Z001	SAP ECC 6.0	ZRFFOUS_C	ZRFFORI07	  318	The current ABAP statement is obsolete. An explicit work area is necessary in the OO context. Use "COLLECT wa INTO TAB_AUSGABE". work area. Internal message code: COLLECT 002	W	3		X			S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_COE_REPORT_DYNAMIC_UPD	FI Upgrade Dynamic Tool			ZUPD_DEL_FI	SAP ECC 6.0	ZFI_COE_REPORT_DYNAMIC_UPD	ZFI_COE_REPORT_DYNAMIC_TOP_UPD	  318	The current ABAP statement is obsolete. Explicit length specifications are necessary with types C, P, X, and N in the OO context Internal message code: TYPES 008	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT_TEST	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT_TEST	ZFI_INVENTORY_TOP_TEST	  318	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT_TEST	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT_TEST	ZFI_INVENTORY_TOP_TEST	  318	The current ABAP statement is obsolete. The addition OCCURS is no longer supported in the OO context. Use "TABLE OF ... INITIAL SIZE" instead. Internal message code: MESSAGE G1E	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  318	The current ABAP statement is obsolete. You can only use "TYPE" to refer to DDIC types, not "LIKE" or "STRUCTURE" Dictionary types, not "LIKE" or "STRUCTURE". Internal message code: MESSAGE G/B	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT_TEST	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT_TEST	ZFI_INVENTORY_TOP_TEST	  318	The current ABAP statement is obsolete. You can only use "TYPE" to refer to DDIC types, not "LIKE" or "STRUCTURE" Dictionary types, not "LIKE" or "STRUCTURE". Internal message code: MESSAGE G/B	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZSD_WATERFALL_DATA	Sales Order & Forecast Waterfall Data			Z001	SAP ECC 6.0	ZSD_WATERFALL_DATA	ZSD_WATERFALL_DATA_TOP	  318	The field GV_DATE is not addressed statically in the program.	W	3					S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZSD_SALESORD_CREATE	Creation of sales order			Z001	SAP ECC 6.0	ZSD_SALESORD_CREATE	ZSD_SALESORD_TOP	  318	The field LV_NORMT is not addressed statically in the program.	W	3					S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZSD_DELV_CREATE	Manual Delivery Creation Program			Z001	SAP ECC 6.0	ZSD_DELV_CREATE	ZINC_DELV_CREATE_FUN	  319	Internal table I_MOD[] is not addressed statically in the program	W	3					S		3	0906 091
R3TR	PROG	Programs	PROG	Program	ZUPD_S4_BF_ADDON_CHECK	RPM: S4H 1610/1511 Business Function & Addon Check			ZUPD_PRECHECK	SAP ECC 6.0	ZUPD_S4_BF_ADDON_CHECK	ZUPD_S4_BF_ADDON_CHECKS_F01	  319	Structure LS_COMPTYPE is not addressed statically in the program.	W	3					S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZFI_PYMNTADV_TO_VENDOR	Send payment Advice to Vendors			Z001	SAP ECC 6.0	ZFI_PYMNTADV_TO_VENDOR	ZFI_PYMNTADV_TO_VENDOR_TOP	  319	Structure WA_TEMPEINE1 is not addressed statically in the program.	W	3					S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZSD_PCFR_REPORT	Price Change Forecast Report			Z001	SAP ECC 6.0	ZSD_PCFR_REPORT	ZSD_PCFR_F01	  319	Syntax check warning. The "NEW-PAGE PRINT ON NO DIALOG" statement produces unexpected results without the essential print parameters ("DESTINATION", "IMMEDIATELY", "KEEP IN SPOOL")! Internal message code: NEW-PAGE 006	W	3		X			S		3	1303 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  319	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT_TEST	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT_TEST	ZFI_INVENTORY_TOP_TEST	  319	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZRFFOUS_C	International Payment Medium - Check (with check management)			Z001	SAP ECC 6.0	ZRFFOUS_C	ZRFFORI00	  319	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3		X			S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZSD_PCFR_REPORT	Price Change Forecast Report			Z001	SAP ECC 6.0	ZSD_PCFR_REPORT	ZSD_PCFR_F01	  319	The current ABAP statement is obsolete. The "NEW-PAGE PRINT ON NO DIALOG" statement produces unexpected results without the essential print parameters ("DESTINATION", "IMMEDIATELY", "KEEP IN SPOOL")! Internal message code: NEW-PAGE 006	W	3		X			S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT_TEST	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT_TEST	ZFI_INVENTORY_TOP_TEST	  319	The current ABAP statement is obsolete. The addition OCCURS is no longer supported in the OO context. Use "TABLE OF ... INITIAL SIZE" instead. Internal message code: MESSAGE G1E	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  319	The current ABAP statement is obsolete. The addition OCCURS is no longer supported in the OO context. Use "TABLE OF ... INITIAL SIZE" instead. Internal message code: MESSAGE G1E	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT_TEST	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT_TEST	ZFI_INVENTORY_TOP_TEST	  319	The current ABAP statement is obsolete. You can only use "TYPE" to refer to DDIC types, not "LIKE" or "STRUCTURE" Dictionary types, not "LIKE" or "STRUCTURE". Internal message code: MESSAGE G/B	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  319	The current ABAP statement is obsolete. You can only use "TYPE" to refer to DDIC types, not "LIKE" or "STRUCTURE" Dictionary types, not "LIKE" or "STRUCTURE". Internal message code: MESSAGE G/B	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZSD_SALESORD_CREATE	Creation of sales order			Z001	SAP ECC 6.0	ZSD_SALESORD_CREATE	ZSD_SALESORD_TOP	  319	The field LV_ZEINR is not addressed statically in the program.	W	3					S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZUPD_S4_BF_ADDON_CHECK	RPM: S4H 1610/1511 Business Function & Addon Check			ZUPD_PRECHECK	SAP ECC 6.0	ZUPD_S4_BF_ADDON_CHECK	ZUPD_S4_BF_ADDON_CHECKS_F01	  320	No reads performed on field LV_COMP.	W	3					S		3	0908 09E
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT_TEST	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT_TEST	ZFI_INVENTORY_TOP_TEST	  320	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  320	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  320	The current ABAP statement is obsolete. The addition OCCURS is no longer supported in the OO context. Use "TABLE OF ... INITIAL SIZE" instead. Internal message code: MESSAGE G1E	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT_TEST	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT_TEST	ZFI_INVENTORY_TOP_TEST	  320	The current ABAP statement is obsolete. The addition OCCURS is no longer supported in the OO context. Use "TABLE OF ... INITIAL SIZE" instead. Internal message code: MESSAGE G1E	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_COE_REPORT_DYNAMIC_UPD	FI Upgrade Dynamic Tool			ZUPD_DEL_FI	SAP ECC 6.0	ZFI_COE_REPORT_DYNAMIC_UPD	ZFI_COE_REPORT_DYNAMIC_TOP_UPD	  320	The current ABAP statement is obsolete. You can only use "TYPE" to refer to DDIC types, not "LIKE" or "STRUCTURE" Dictionary types, not "LIKE" or "STRUCTURE". Internal message code: MESSAGE G/B	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  320	The current ABAP statement is obsolete. You can only use "TYPE" to refer to DDIC types, not "LIKE" or "STRUCTURE" Dictionary types, not "LIKE" or "STRUCTURE". Internal message code: MESSAGE G/B	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT_TEST	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT_TEST	ZFI_INVENTORY_TOP_TEST	  320	The current ABAP statement is obsolete. You can only use "TYPE" to refer to DDIC types, not "LIKE" or "STRUCTURE" Dictionary types, not "LIKE" or "STRUCTURE". Internal message code: MESSAGE G/B	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZNOTE_2120509	Manual activities for SAP Note 2088777			ZFIORI1	SAP ECC 6.0	ZNOTE_2120509		  320	The method CREATE_TABLE is not called directly (Watch for dynamic/external method calls.)	W	3		X			S		3	0809 089
R3TR	PROG	Programs	PROG	Program	ZFI_TMAP_CUSTOMER_INVOICE	Customer Invoice			Z001	SAP ECC 6.0	ZFI_TMAP_CUSTOMER_INVOICE	ZFI_TMAP_CUSTOMER_INVOICE_F01	  321	Only use the statement EXIT in loops. Otherwise use the statement RETURN to exit processing blocks.	W	3		X			S		3	0500 360
R3TR	PROG	Programs	PROG	Program	ZFI_PYMNTADV_TO_VENDOR	Send payment Advice to Vendors			Z001	SAP ECC 6.0	ZFI_PYMNTADV_TO_VENDOR	ZFI_PYMNTADV_TO_VENDOR_TOP	  321	Structure WA_EKBE is not addressed statically in the program.	W	3					S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZRFFOUS_C	International Payment Medium - Check (with check management)			Z001	SAP ECC 6.0	ZRFFOUS_C	ZRFFORI01	  321	The current ABAP statement is obsolete. IMPORT var_1 ... var_n FROM MEMORY ... is not supported in the OO context. Use IMPORT name_1 TO var_1 ... name_n TO var_n FROM MEMORY ... instead. FROM MEMORY ... instead. Internal message code: IMPORT 005	W	3		X			S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  321	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  321	The current ABAP statement is obsolete. The addition OCCURS is no longer supported in the OO context. Use "TABLE OF ... INITIAL SIZE" instead. Internal message code: MESSAGE G1E	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  321	The current ABAP statement is obsolete. You can only use "TYPE" to refer to DDIC types, not "LIKE" or "STRUCTURE" Dictionary types, not "LIKE" or "STRUCTURE". Internal message code: MESSAGE G/B	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_COE_REPORT_DYNAMIC_UPD	FI Upgrade Dynamic Tool			ZUPD_DEL_FI	SAP ECC 6.0	ZFI_COE_REPORT_DYNAMIC_UPD	ZFI_COE_REPORT_DYNAMIC_TOP_UPD	  321	The current ABAP statement is obsolete. You can only use "TYPE" to refer to DDIC types, not "LIKE" or "STRUCTURE" Dictionary types, not "LIKE" or "STRUCTURE". Internal message code: MESSAGE G/B	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZSD_SALESORD_CREATE	Creation of sales order			Z001	SAP ECC 6.0	ZSD_SALESORD_CREATE	ZSD_SALESORD_TOP	  321	The field LV_ORDER_NUMBER is not addressed statically in the program.	W	3					S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZPS_RETRO_UPLOAD	Retro Upload to generate Vendor credits/debits			Z001	SAP ECC 6.0	ZPS_RETRO_UPLOAD	ZPS_RETRO_UPLOAD_FORM01	  322	CALL FUNCTION 'SD_PRINT_TERMS_OF_PAYMENT' in line 314 does not have an EXCEPTION addition that sets the SY-SUBRC value. This means the value of SY-SUBRC is always 0.	E	3					S		2	1006 10E
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  322	Internal table OBJBIN2[] is not addressed statically in the program	W	3					S		3	0906 091
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  322	OBJBIN2 stands for 2 fields, for internal table OBJBIN2[], and for the table header line. Structure OBJBIN2 is not addressed statically in the program.	W	3					S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZSOPODELVQUERY	 SO PO DELIVERY DATA LINKING PROGRAM			Z001	SAP ECC 6.0	ZSOPODELVQUERY		  322	Strings without text elements are not translated:	E	3		X			S		3	1700 171
R3TR	PROG	Programs	PROG	Program	ZFI_IF_ACH_NT	ACH Interface to Northern Trust			Z001	SAP ECC 6.0	ZFI_IF_ACH_NT	ZFI_IF_ACH_NT_F01	  322	The current ABAP statement is obsolete. At "LOOP AT itab", one of the additions "INTO", "ASSIGNING", or "TRANSPORTING NO FIELDS" is required in the 00 context in the OO context. Internal message code: LOOP 012	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  322	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  322	The current ABAP statement is obsolete. The addition OCCURS is no longer supported in the OO context. Use "TABLE OF ... INITIAL SIZE" instead. Internal message code: MESSAGE G1E	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  322	The current ABAP statement is obsolete. You can only use "TYPE" to refer to DDIC types, not "LIKE" or "STRUCTURE" Dictionary types, not "LIKE" or "STRUCTURE". Internal message code: MESSAGE G/B	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZSD_SALESORD_CREATE	Creation of sales order			Z001	SAP ECC 6.0	ZSD_SALESORD_CREATE	ZSD_SALESORD_TOP	  322	The field LV_PLNCD is not addressed statically in the program.	W	3					S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  323	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  323	The current ABAP statement is obsolete. The addition OCCURS is no longer supported in the OO context. Use "TABLE OF ... INITIAL SIZE" instead. Internal message code: MESSAGE G1E	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT_TEST	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT_TEST	ZFI_INVENTORY_TOP_TEST	  323	The current ABAP statement is obsolete. You can only use "TYPE" to refer to DDIC types, not "LIKE" or "STRUCTURE" Dictionary types, not "LIKE" or "STRUCTURE". Internal message code: MESSAGE G/B	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  323	The current ABAP statement is obsolete. You can only use "TYPE" to refer to DDIC types, not "LIKE" or "STRUCTURE" Dictionary types, not "LIKE" or "STRUCTURE". Internal message code: MESSAGE G/B	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT_TEST	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT_TEST	ZFI_INVENTORY_TOP_TEST	  323	The field GD_SENDER_TYPE is not addressed statically in the program.	W	3					S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZSD_SALESORD_CREATE	Creation of sales order			Z001	SAP ECC 6.0	ZSD_SALESORD_CREATE	ZSD_SALESORD_TOP	  323	The field LV_VAN_DT is not addressed statically in the program.	W	3					S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	SAPLZMM_FIORI_FG				Z001	SAP ECC 6.0	SAPLZMM_FIORI_FG	LZMM_FIORI_FGF02	  324	FORM BACKLOG_CAL not called directly (Watch for dynamic PERFORMs.)	W	3					S		3	0121 01L
R3TR	PROG	Programs	PROG	Program	ZFI_BILLING_DOC_REPORT	Billing Document Report			Z001	SAP ECC 6.0	ZFI_BILLING_DOC_REPORT	ZFI_BILLING_DOC_F01	  324	FORM TOP-OF-PAGE not called directly (Watch for dynamic PERFORMs.)	W	3					S		3	0121 01L
R3TR	PROG	Programs	PROG	Program	ZFI_BILLING_DOC_REPORT	Billing Document Report			Z001	SAP ECC 6.0	ZFI_BILLING_DOC_REPORT	ZFI_BILLING_DOC_F01	  324	TOP-OF-PAGE contains a hyphen. (The hyphen is used as a dereferencing operator.)	W	3					S		3	0905 09U
R3TR	PROG	Programs	PROG	Program	ZRFFOUS_C	International Payment Medium - Check (with check management)			Z001	SAP ECC 6.0	ZRFFOUS_C		  324	The current ABAP statement is obsolete. An explicit work area is necessary in the OO context. Use "APPEND wa TO TAB_CHECK [SORTED BY]". Internal message code: APPEND 002	W	3		X			S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  324	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZRFFOUS_C	International Payment Medium - Check (with check management)			Z001	SAP ECC 6.0	ZRFFOUS_C	ZRFFORI00	  324	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3		X			S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  324	The current ABAP statement is obsolete. The addition OCCURS is no longer supported in the OO context. Use "TABLE OF ... INITIAL SIZE" instead. Internal message code: MESSAGE G1E	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  324	The current ABAP statement is obsolete. You can only use "TYPE" to refer to DDIC types, not "LIKE" or "STRUCTURE" Dictionary types, not "LIKE" or "STRUCTURE". Internal message code: MESSAGE G/B	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT_TEST	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT_TEST	ZFI_INVENTORY_TOP_TEST	  324	The field C_DEV is not addressed statically in the program.	W	3					S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZSD_SALESORD_CREATE	Creation of sales order			Z001	SAP ECC 6.0	ZSD_SALESORD_CREATE	ZSD_SALESORD_TOP	  325	No reads performed on field LV_CROSS_DOC.	W	3					S		3	0908 09E
R3TR	PROG	Programs	PROG	Program	ZFI_COE_REPORT_DYNAMIC_UPD	FI Upgrade Dynamic Tool			ZUPD_DEL_FI	SAP ECC 6.0	ZFI_COE_REPORT_DYNAMIC_UPD	ZFI_COE_REPORT_DYNAMIC_TOP_UPD	  325	The current ABAP statement is obsolete. Explicit length specifications are necessary with types C, P, X, and N in the OO context Internal message code: TYPES 008	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZRFFOUS_C	International Payment Medium - Check (with check management)			Z001	SAP ECC 6.0	ZRFFOUS_C	ZRFFOUS_C	  326	Statement INSERT SPACE is obsolete	E	2		X			O		2	INSERT *PAYR INTO DATEN
R3TR	PROG	Programs	PROG	Program	ZFI_PYMNTADV_TO_VENDOR	Send payment Advice to Vendors			Z001	SAP ECC 6.0	ZFI_PYMNTADV_TO_VENDOR	ZFI_PYMNTADV_TO_VENDOR_TOP	  326	Structure WA_VBRP is not addressed statically in the program.	W	3					S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZSD_KANBAN_MASTER_DATA	Tracking Kanban Master Data			Z001	SAP ECC 6.0	ZSD_KANBAN_MASTER_DATA	ZSD_KANBAN_MASTER_DATA_GET_F01	  326	Syntax check warning. This warning is only displayed in SLIN In "SELECT SINGLE ...", the WHERE condition for a key field does not test for equality or the FROM clause contains a join. This means the result is possibly not unique. Internal message code: MES	W	3					S		3	1305 102
R3TR	PROG	Programs	PROG	Program	ZFI_COE_REPORT_DYNAMIC_UPD	FI Upgrade Dynamic Tool			ZUPD_DEL_FI	SAP ECC 6.0	ZFI_COE_REPORT_DYNAMIC_UPD	ZFI_COE_REPORT_COMMON_FORM_UPD	  326	The current ABAP statement is obsolete. An explicit work area is necessary in the OO context. Use "APPEND wa TO R_SAPMODULE [SORTED BY]". Internal message code: APPEND 002	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZSD_HEIJUNKA	Heijunka Enhancement			Z001	SAP ECC 6.0	ZSD_HEIJUNKA	ZSD_HEIJUNKA_FORM	  327	CALL FUNCTION 'BAPI_SALESORDER_CHANGE' in line 314 does not have an EXCEPTION addition that sets the SY-SUBRC value. This means the value of SY-SUBRC is always 0.	E	3					S		2	1006 10E
R3TR	PROG	Programs	PROG	Program	ZFI_PYMNTADV_TO_VENDOR	Send payment Advice to Vendors			Z001	SAP ECC 6.0	ZFI_PYMNTADV_TO_VENDOR	ZFI_PYMNTADV_TO_VENDOR_TOP	  327	Structure WA_VBRK is not addressed statically in the program.	W	3					S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZFI_COE_REPORT_DYNAMIC_UPD	FI Upgrade Dynamic Tool			ZUPD_DEL_FI	SAP ECC 6.0	ZFI_COE_REPORT_DYNAMIC_UPD	ZFI_COE_REPORT_DYNAMIC_TOP_UPD	  327	The current ABAP statement is obsolete. You can only use "TYPE" to refer to DDIC types, not "LIKE" or "STRUCTURE" Dictionary types, not "LIKE" or "STRUCTURE". Internal message code: MESSAGE G/B	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  327	The current ABAP statement is obsolete. You can only use "TYPE" to refer to DDIC types, not "LIKE" or "STRUCTURE" Dictionary types, not "LIKE" or "STRUCTURE". Internal message code: MESSAGE G/B	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_TOP	  327	The field GD_SENDER_TYPE is not addressed statically in the program.	W	3					S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZSD_FTA_OPEN_ORDER_REPORT	FTA Open Order Report			Z001	SAP ECC 6.0	ZSD_FTA_OPEN_ORDER_REPORT	ZSD_FTA_OPEN_ORDER_REPORT_FORM	  327	The return code (SY-SUBRC) of the EXCEPTION addition is not processed after CALL FUNCTION 'F4_FILENAME'. (This check can be switched off by setting he return codes of all exceptions to 0.)	E	3					S		3	1007 10R
R3TR	PROG	Programs	PROG	Program	ZSD_PIR_UPDATE	Update Prices For New Materials			Z001	SAP ECC 6.0	ZSD_PIR_UPDATE	ZSD_PIR_UPDATE_FORM	  328	CALL FUNCTION 'ZSD_FM_WARP_INTERFACE' in line 320 does not have an EXCEPTION addition that sets the SY-SUBRC value. This means the value of SY-SUBRC is always 0.	E	3					S		2	1006 10E
R3TR	PROG	Programs	PROG	Program	ZERROR_DISPLAY	Display Log			Z001	SAP ECC 6.0	ZERROR_DISPLAY	ZERROR_DISPLAY_F01	  328	No reads performed on field LV_TIME.	W	3					S		3	0908 09E
R3TR	PROG	Programs	PROG	Program	ZRFFOUS_C	International Payment Medium - Check (with check management)			Z001	SAP ECC 6.0	ZRFFOUS_C	ZRFFORI00	  328	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3		X			S		3	2500 102
