PROGTYPE	OBJTYPE	OBJDESC	SUBOBJ	SUBOBJDESC	OBJNAME	OBJTEXT	APPLN	FRICETYPE	PACKAGE	SYSNAME	MAINPROG	INCL	LINNO	ERRORMSG	MSGTYP	COMPLEXITY	REMEDIATE	PERFFLG	SCFILE	UNICODEERR	DEFTYPE	REFOBJTYP	CATEGORY	CHECK_DEFECT
R3TR	PROG	Programs	PROG	Program	Z_SD_IF_TLMS	TLMS file upload program			Z001	SAP ECC 6.0	Z_SD_IF_TLMS	Z_SD_IF_TLMS_TOP	   65	Structure WA_TLMS_DATA is not addressed statically in the program.	W	3					S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZFI_PYMNTADV_TO_VENDOR	Send payment Advice to Vendors			Z001	SAP ECC 6.0	ZFI_PYMNTADV_TO_VENDOR	ZFI_PYMNTADV_TO_VENDOR	   65	Syntax or Keyword MODIFY is Obsolete	E	2					O		2	MODIFY SCREEN
R3TR	PROG	Programs	PROG	Program	ZNOTE_2120509	Manual activities for SAP Note 2088777			ZFIORI1	SAP ECC 6.0	ZNOTE_2120509		   65	The current ABAP statement is obsolete. "TYPE TABLE" type specifications are not allowed in the OO context. Use the specification "TYPE STANDARD TABLE" instead. Internal message code: MESSAGE G1F	W	3		X			S		3	2501 102
R3TR	PROG	Programs	PROG	Program	ZMM_QTY_UPDATE	PR Quanity update			Z001	SAP ECC 6.0	ZMM_QTY_UPDATE	ZMM_QTY_UPDATE_FORM	   65	The current ABAP statement is obsolete. An explicit work area is necessary in the OO context. Use "APPEND wa TO IT_DATA1 [SORTED BY]". Internal message code: APPEND 002	W	3		X			S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZMM_IF_KANBAN_MASTER	Kanban Master Outbound Interface			Z001	SAP ECC 6.0	ZMM_IF_KANBAN_MASTER	ZMM_IF_KANBAN_MASTER_FORM	   65	The current ABAP statement is obsolete. At "LOOP AT itab", one of the additions "INTO", "ASSIGNING", or "TRANSPORTING NO FIELDS" is required in the 00 context in the OO context. Internal message code: LOOP 012	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	SAPLZSD_FG_TLMS				Z001	SAP ECC 6.0	SAPLZSD_FG_TLMS	LZSD_FG_TLMSU02	   65	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZMM_MAT_ENHANCEMENT	Kanban level Enhancements			Z001	SAP ECC 6.0	ZMM_MAT_ENHANCEMENT	ZMM_MAT_ENHANCEMENT_TOP	   65	The field WF_CHANGE1 is not addressed statically in the program.	W	3					S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZPS_RETRO_UPLOAD	Retro Upload to generate Vendor credits/debits			Z001	SAP ECC 6.0	ZPS_RETRO_UPLOAD	ZPS_RETRO_UPLOAD_TOP	   66	Internal table IT_TAB[] is not addressed statically in the program	W	3					S		3	0906 091
R3TR	PROG	Programs	PROG	Program	SAPLZSD_FG_SALES				Z001	SAP ECC 6.0	SAPLZSD_FG_SALES	LZSD_FG_SALESU03	   66	No reads performed on field LV_RES1.	W	3					S		3	0908 09E
R3TR	PROG	Programs	PROG	Program	ZSYCM_DISPLAY_SIMP	Display simplifications that affect custom code objects			ZUPD_SYCM	SAP ECC 6.0	ZSYCM_DISPLAY_SIMP	ZSYCM_DISPLAY_SIMP_TOP	   66	Structure LS_FINAL is not addressed statically in the program.	W	3		X			S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZRFFOUS_C	International Payment Medium - Check (with check management)			Z001	SAP ECC 6.0	ZRFFOUS_C	ZRFFORI00	   66	Structure T042M is not addressed statically in the program.	W	3		X			S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	Z_SD_IF_TLMS	TLMS file upload program			Z001	SAP ECC 6.0	Z_SD_IF_TLMS	Z_SD_IF_TLMS_TOP	   66	Structure WA_SD_TLMS is not addressed statically in the program.	W	3					S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZRFFOUS_C	International Payment Medium - Check (with check management)			Z001	SAP ECC 6.0	ZRFFOUS_C		   66	Syntax check warning. This warning is only displayed in SLIN Start ID with a letter. - Internal message code: MESSAGE GAF	W	3		X			S		3	1305 102
R3TR	PROG	Programs	PROG	Program	ZRFFOUS_C	International Payment Medium - Check (with check management)			Z001	SAP ECC 6.0	ZRFFOUS_C		   66	The current ABAP statement is obsolete. An explicit work area is necessary in the OO context. Use "APPEND wa TO TAB_SELFIELDS [SORTED BY]". Internal message code: APPEND 002	W	3		X			S		3	2500 102
R3TR	PROG	Programs	PROG	Program	Z_SD_IF_TLMS	TLMS file upload program			Z001	SAP ECC 6.0	Z_SD_IF_TLMS	Z_SD_IF_TLMS_FORM	   66	The current ABAP statement is obsolete. The STOP statement is not supported in the OO context. Internal message code: STOP 002	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZRMMR1MRB	Revaluation with Logistics Invoice Verification			Z001	SAP ECC 6.0	ZRMMR1MRB		   66	The current ABAP statement is obsolete. The addition OCCURS is no longer supported in the OO context. Use "TABLE OF ... INITIAL SIZE" instead. Internal message code: MESSAGE G1E	W	3		X			S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZSD_ERROR_DASH	Error Dashboard for Update and Reprocess			Z001	SAP ECC 6.0	ZSD_ERROR_DASH	ZSD_ERROR_DASH_ALV	   66	The field E_OBJECT is not addressed statically in the program.	W	3					S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZMM_QTY_UPDATE	PR Quanity update			Z001	SAP ECC 6.0	ZMM_QTY_UPDATE	ZMM_QTY_UPDATE_TOP	   66	The field GC_X is not addressed statically in the program.	W	3		X			S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZPP_COE_REPORT_V2	PP functional upgrade report			ZUPD_DEL_PP	SAP ECC 6.0	ZPP_COE_REPORT_V2	ZPP_COE_REPORT_TOP	   67	Internal table GT_EXCEL1[] is not addressed statically in the program	W	3		X			S		3	0906 091
R3TR	PROG	Programs	PROG	Program	ZSD_FORECAST	Forecast details			Z001	SAP ECC 6.0	ZSD_FORECAST	ZSD_FORECAST_FORM01	   67	Strings without text elements are not translated:	E	3					S		3	1700 171
R3TR	PROG	Programs	PROG	Program	ZRFFOUS_C	International Payment Medium - Check (with check management)			Z001	SAP ECC 6.0	ZRFFOUS_C	ZRFFORI00	   67	Structure T042N is not addressed statically in the program.	W	3		X			S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	Z_SD_IF_TLMS	TLMS file upload program			Z001	SAP ECC 6.0	Z_SD_IF_TLMS	Z_SD_IF_TLMS_TOP	   67	Structure WA_LOG is not addressed statically in the program.	W	3					S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZFI_I99_GLOBAL_NETTING	Global Netting Output			Z001	SAP ECC 6.0	ZFI_I99_GLOBAL_NETTING	ZFI_I99_GLOBAL_NETTING_TOP	   67	Structure WA_OUTPUT_T is not addressed statically in the program.	W	3					S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZMM_MAT_UPLOAD	Material Master Upload			Z001	SAP ECC 6.0	ZMM_MAT_UPLOAD	ZMM_MAT_UPLOAD_F01	   67	The current ABAP statement is obsolete. An explicit work area is necessary in the OO context. Use "APPEND wa TO T_UPLOAD [SORTED BY]". Internal message code: APPEND 002	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZRMMR1MRB	Revaluation with Logistics Invoice Verification			Z001	SAP ECC 6.0	ZRMMR1MRB		   67	The current ABAP statement is obsolete. The addition OCCURS is no longer supported in the OO context. Use "TABLE OF ... INITIAL SIZE" instead. Internal message code: MESSAGE G1E	W	3		X			S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZSD_PIR_UPDATE	Update Prices For New Materials			Z001	SAP ECC 6.0	ZSD_PIR_UPDATE	ZSD_PIR_UPDATE_TOP	   67	The field GC_E is not addressed statically in the program.	W	3					S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZSD_ERROR_DASH	Error Dashboard for Update and Reprocess			Z001	SAP ECC 6.0	ZSD_ERROR_DASH	ZSD_ERROR_DASH_ALV	   67	The field IO_ALV_TOOLBAR is not addressed statically in the program.	W	3					S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZSYCM_DISPLAY_SIMP	Display simplifications that affect custom code objects			ZUPD_SYCM	SAP ECC 6.0	ZSYCM_DISPLAY_SIMP	ZSYCM_DISPLAY_SIMP_TOP	   67	The field LV_VERSION is not addressed statically in the program.	W	3		X			S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZFI_COE_REPORT_DYNAMIC_UPD	FI Upgrade Dynamic Tool			ZUPD_DEL_FI	SAP ECC 6.0	ZFI_COE_REPORT_DYNAMIC_UPD	ZFI_COE_REPORT_COMMON_FORM_UPD	   68	Internal table LT_FIELDCAT[] is not addressed statically in the program	W	3					S		3	0906 091
R3TR	PROG	Programs	PROG	Program	ZPP_COE_REPORT_V2	PP functional upgrade report			ZUPD_DEL_PP	SAP ECC 6.0	ZPP_COE_REPORT_V2	ZPP_COE_REPORT_TOP	   68	Structure WA_EXCEL1 is not addressed statically in the program.	W	3		X			S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZSD_WATERFALL_DAILY	Waterfall Report			Z001	SAP ECC 6.0	ZSD_WATERFALL_DAILY	ZSD_WATERFALL_F01	   68	Syntax check warning. This warning is only displayed in SLIN The work area "TB_SO" has more fields than selected. Internal message code: SELECT 331	W	3					S		3	1305 102
R3TR	PROG	Programs	PROG	Program	ZMM_OCEAN_ORDER_REPLACE	Ocean Order Replace			Z001	SAP ECC 6.0	ZMM_OCEAN_ORDER_REPLACE	ZMM_OCEAN_ORDER_F01	   68	The current ABAP statement is obsolete. An explicit work area is necessary in the OO context. Use "APPEND wa TO IT_DATA1 [SORTED BY]". Internal message code: APPEND 002	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	SAPLZRVA				Z001	SAP ECC 6.0	SAPLZRVA	LZRVAF01	   68	The current ABAP statement is obsolete. An explicit work area is necessary in the OO context. Use "APPEND wa TO I_INTERN [SORTED BY]". Internal message code: APPEND 002	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZMM_MATERIAL_MASTER_EXTENSION	Material Master Extension to New Plant			Z001	SAP ECC 6.0	ZMM_MATERIAL_MASTER_EXTENSION	ZMM_MATERIAL_MASTER_EXT_FORM	   68	The current ABAP statement is obsolete. At "LOOP AT itab", one of the additions "INTO", "ASSIGNING", or "TRANSPORTING NO FIELDS" is required in the 00 context in the OO context. Internal message code: LOOP 012	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	SAPLZSD_FG_SALES				Z001	SAP ECC 6.0	SAPLZSD_FG_SALES	LZSD_FG_SALESU05	   68	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZFI_IF_JRNL_ENTRS_TO_PS	Journal Entries To Peoplesoft			Z001	SAP ECC 6.0	ZFI_IF_JRNL_ENTRS_TO_PS	ZFI_IF_JRNL_ENTRS_TO_PS_FORM	   68	The current ABAP statement is obsolete. The STOP statement is not supported in the OO context. Internal message code: STOP 002	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZSYCM_DISPLAY_SIMP	Display simplifications that affect custom code objects			ZUPD_SYCM	SAP ECC 6.0	ZSYCM_DISPLAY_SIMP	ZSYCM_DISPLAY_SIMP_TOP	   68	The field LV_STRING is not addressed statically in the program.	W	3		X			S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZSD_PR00_UPLOAD	PR00 Upload program			Z001	SAP ECC 6.0	ZSD_PR00_UPLOAD		   68	The method HANDLE_DATA_CHANGED is not called directly (Watch for dynamic/external method calls.)	W	3					S		3	0809 089
R3TR	PROG	Programs	PROG	Program	ZPP_COE_REPORT_V2	PP functional upgrade report			ZUPD_DEL_PP	SAP ECC 6.0	ZPP_COE_REPORT_V2	ZPP_COE_REPORT_TOP	   69	Internal table GT_EXCEL2[] is not addressed statically in the program	W	3		X			S		3	0906 091
R3TR	PROG	Programs	PROG	Program	ZSD_NSSRP_REPORT	Notice of Short Shipment Report			Z001	SAP ECC 6.0	ZSD_NSSRP_REPORT	ZSD_NSSRP_REPORT_GET_DATAF01	   69	Structure LW_VBELN is not addressed statically in the program.	W	3					S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZMM_WRAPPER_MRNB	Wrapper program for MRNB			Z001	SAP ECC 6.0	ZMM_WRAPPER_MRNB	ZMM_WRAPPER_MRNB_FORM	   69	The current ABAP statement is obsolete. At "LOOP AT itab", one of the additions "INTO", "ASSIGNING", or "TRANSPORTING NO FIELDS" is required in the 00 context in the OO context. Internal message code: LOOP 012	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	SAPLZSD_FG_SALES				Z001	SAP ECC 6.0	SAPLZSD_FG_SALES	LZSD_FG_SALESU05	   69	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZSYCM_DISPLAY_SIMP	Display simplifications that affect custom code objects			ZUPD_SYCM	SAP ECC 6.0	ZSYCM_DISPLAY_SIMP	ZSYCM_DISPLAY_SIMP_TOP	   69	The field LV_OBJNAME is not addressed statically in the program.	W	3		X			S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	SAPLZSD_FG_SALES				Z001	SAP ECC 6.0	SAPLZSD_FG_SALES	LZSD_FG_SALESU03	   69	The field WF_UZEIT is not addressed statically in the program.	W	3					S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZSD_NSSRP_EAO	NSSRP EAO Supply Report			Z001	SAP ECC 6.0	ZSD_NSSRP_EAO	ZSD_NSSRP_EAO_TOP	   70	No reads performed on field LV_RES2.	W	3					S		3	0908 09E
R3TR	PROG	Programs	PROG	Program	Z_SD_IF_TLMS	TLMS file upload program			Z001	SAP ECC 6.0	Z_SD_IF_TLMS	Z_SD_IF_TLMS_TOP	   70	No reads performed on field MESSAGE.	W	3					S		3	0908 09E
R3TR	PROG	Programs	PROG	Program	ZSD_ERROR_DASH	Error Dashboard for Update and Reprocess			Z001	SAP ECC 6.0	ZSD_ERROR_DASH	ZSD_ERROR_DASH_TOP	   70	Structure GW_SORT is not addressed statically in the program.	W	3					S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZSD_NSSRP_REPORT	Notice of Short Shipment Report			Z001	SAP ECC 6.0	ZSD_NSSRP_REPORT	ZSD_NSSRP_REPORT_GET_DATAF01	   70	Structure LW_POSNR is not addressed statically in the program.	W	3					S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZPP_COE_REPORT_V2	PP functional upgrade report			ZUPD_DEL_PP	SAP ECC 6.0	ZPP_COE_REPORT_V2	ZPP_COE_REPORT_TOP	   70	Structure WA_EXCEL2 is not addressed statically in the program.	W	3		X			S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZSD_DELV_CREATE	Manual Delivery Creation Program			Z001	SAP ECC 6.0	ZSD_DELV_CREATE	ZINC_DELV_CREATE_SEL	   70	Syntax check warning. This warning is only displayed in SLIN In "SELECT SINGLE ...", the WHERE condition for a key field does not test for equality or the FROM clause contains a join. This means the result is possibly not unique. Internal message code: MES	W	3					S		3	1305 102
R3TR	PROG	Programs	PROG	Program	SAPLZSD_FG_SALES				Z001	SAP ECC 6.0	SAPLZSD_FG_SALES	LZSD_FG_SALESU05	   70	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZSD_PR00_UPLOAD	PR00 Upload program			Z001	SAP ECC 6.0	ZSD_PR00_UPLOAD		   70	The field ER_DATA_CHANGED is not addressed statically in the program.	W	3					S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZSYCM_DISPLAY_SIMP	Display simplifications that affect custom code objects			ZUPD_SYCM	SAP ECC 6.0	ZSYCM_DISPLAY_SIMP	ZSYCM_DISPLAY_SIMP_TOP	   70	The field LV_SUBOBJNAME is not addressed statically in the program.	W	3		X			S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	SAPLZSD_FG_SALES				Z001	SAP ECC 6.0	SAPLZSD_FG_SALES	LZSD_FG_SALESU03	   70	The field WF_TABIX is not addressed statically in the program.	W	3					S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZPP_COE_REPORT_V2	PP functional upgrade report			ZUPD_DEL_PP	SAP ECC 6.0	ZPP_COE_REPORT_V2	ZPP_COE_REPORT_TOP	   71	Internal table GT_EXCEL3[] is not addressed statically in the program	W	3		X			S		3	0906 091
R3TR	PROG	Programs	PROG	Program	ZPS_RETRO_UPLOAD	Retro Upload to generate Vendor credits/debits			Z001	SAP ECC 6.0	ZPS_RETRO_UPLOAD	ZPS_RETRO_UPLOAD_TOP	   71	No reads performed on structure WA_XBLNR_BKPF.	W	3					S		3	0908 09C
R3TR	PROG	Programs	PROG	Program	ZMM_FIORI_BLA02	Report 2 for FIORI Backend App			Z001	SAP ECC 6.0	ZMM_FIORI_BLA02	ZMM_FIORI_BLA02_FORM	   71	Strings without text elements are not translated:	E	3					S		3	1700 171
R3TR	PROG	Programs	PROG	Program	ZSD_FORECAST	Forecast details			Z001	SAP ECC 6.0	ZSD_FORECAST	ZSD_FORECAST_FORM01	   71	Strings without text elements are not translated:	E	3					S		3	1700 171
R3TR	PROG	Programs	PROG	Program	ZNOTE_2120509	Manual activities for SAP Note 2088777			ZFIORI1	SAP ECC 6.0	ZNOTE_2120509		   71	Structure GS_TABNAME is not addressed statically in the program.	W	3		X			S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZRFFOUS_C	International Payment Medium - Check (with check management)			Z001	SAP ECC 6.0	ZRFFOUS_C	ZRFFORI00	   71	Structure T045T is not addressed statically in the program.	W	3		X			S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZFI_INVENTORY_REPORT	Perpetual Inventory report			Z001	SAP ECC 6.0	ZFI_INVENTORY_REPORT	ZFI_INVENTORY_REPORT	   71	Syntax or Keyword MODIFY is Obsolete	E	2					O		2	MODIFY SCREEN
R3TR	PROG	Programs	PROG	Program	ZSD_COE_REPORT_V2	SD functional upgrade report			ZUPD_SD	SAP ECC 6.0	ZSD_COE_REPORT_V2	ZSD_COE_REPORT_TOP	   71	The current ABAP statement is obsolete. Explicit length specifications are necessary with types C, P, X, and N in the OO context Internal message code: TYPES 008	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZSD_FORECAST	Forecast details			Z001	SAP ECC 6.0	ZSD_FORECAST	ZSD_FORECAST_TOP	   71	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	SAPLZSD_FG_SALES				Z001	SAP ECC 6.0	SAPLZSD_FG_SALES	LZSD_FG_SALESU05	   71	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZMM_PALLETS_UPDATE	Update ZMM_PALLETS Table			Z001	SAP ECC 6.0	ZMM_PALLETS_UPDATE	ZMM_PALLETS_UPDATE_TOP	   71	The field GC_STAR is not addressed statically in the program.	W	3					S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZSYCM_DISPLAY_SIMP	Display simplifications that affect custom code objects			ZUPD_SYCM	SAP ECC 6.0	ZSYCM_DISPLAY_SIMP	ZSYCM_DISPLAY_SIMP_TOP	   71	The field LV_END is not addressed statically in the program.	W	3		X			S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	SAPLZSD_FG_TLMS				Z001	SAP ECC 6.0	SAPLZSD_FG_TLMS	LZSD_FG_TLMSU02	   72	Internal table IT_TIMELINE[] is not addressed statically in the program	W	3					S		3	0906 091
R3TR	PROG	Programs	PROG	Program	ZSD_DELV_CREATE	Manual Delivery Creation Program			Z001	SAP ECC 6.0	ZSD_DELV_CREATE	ZINC_DELV_CREATE_CL	   72	No reads performed on field ROW_C.	W	3					S		3	0908 09E
R3TR	PROG	Programs	PROG	Program	SAPLZFG_PWDRESET				Z001	SAP ECC 6.0	SAPLZFG_PWDRESET	LZFG_PWDRESETU01	   72	Only use the statement EXIT in loops. Otherwise use the statement RETURN to exit processing blocks.	W	3					S		3	0500 360
R3TR	PROG	Programs	PROG	Program	ZSD_NSSRP_REPORT	Notice of Short Shipment Report			Z001	SAP ECC 6.0	ZSD_NSSRP_REPORT	ZSD_NSSRP_REPORT_GET_DATAF01	   72	Structure LW_CUSTPO is not addressed statically in the program.	W	3					S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZPP_COE_REPORT_V2	PP functional upgrade report			ZUPD_DEL_PP	SAP ECC 6.0	ZPP_COE_REPORT_V2	ZPP_COE_REPORT_TOP	   72	Structure WA_EXCEL3 is not addressed statically in the program.	W	3		X			S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZSD_MISSING_PRICE	Material Missing Price Report			Z001	SAP ECC 6.0	ZSD_MISSING_PRICE	ZSD_MISSING_PRICE_TOP	   72	Syntax check warning. This warning is only displayed in SLIN Start ID with a letter. - Internal message code: MESSAGE GAF	W	3					S		3	1305 102
R3TR	PROG	Programs	PROG	Program	ZFI_IF_ARBILL_TO_HYPERION	Send AR Billing Details to Hyperion			Z001	SAP ECC 6.0	ZFI_IF_ARBILL_TO_HYPERION	ZFI_IF_ARBILL_TO_HYPERION_FORM	   72	The current ABAP statement is obsolete. An explicit work area is necessary in the OO context. Use "APPEND wa TO R_TSTMP [SORTED BY]". Internal message code: APPEND 002	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	SAPLZSD_FG_SALES				Z001	SAP ECC 6.0	SAPLZSD_FG_SALES	LZSD_FG_SALESU05	   72	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	SAPLZSD_FG_SALES				Z001	SAP ECC 6.0	SAPLZSD_FG_SALES	LZSD_FG_SALESU03	   72	The field LV_NUMBER is not addressed statically in the program.	W	3					S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZSOPODELVQUERY	 SO PO DELIVERY DATA LINKING PROGRAM			Z001	SAP ECC 6.0	ZSOPODELVQUERY		   72	The field WA_LAYOUT is not addressed statically in the program.	W	3		X			S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZPP_COE_REPORT_V2	PP functional upgrade report			ZUPD_DEL_PP	SAP ECC 6.0	ZPP_COE_REPORT_V2	ZPP_COE_REPORT_TOP	   73	Internal table GT_EXCEL4[] is not addressed statically in the program	W	3		X			S		3	0906 091
R3TR	PROG	Programs	PROG	Program	SAPLZSD_FG_TLMS				Z001	SAP ECC 6.0	SAPLZSD_FG_TLMS	LZSD_FG_TLMSU02	   73	Structure WA_TIMELINE is not addressed statically in the program.	W	3					S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZSD_MISSING_PRICE	Material Missing Price Report			Z001	SAP ECC 6.0	ZSD_MISSING_PRICE	ZSD_MISSING_PRICE_TOP	   73	Syntax check warning. This warning is only displayed in SLIN Start ID with a letter. - Internal message code: MESSAGE GAF	W	3					S		3	1305 102
R3TR	PROG	Programs	PROG	Program	ZSD_WATERFALL_DATA	Sales Order & Forecast Waterfall Data			Z001	SAP ECC 6.0	ZSD_WATERFALL_DATA	ZSD_WATERFALL_DATA_FORM	   73	Syntax check warning. This warning is only displayed in SLIN The work area "IT_VBAK_VBAP" has more fields than selected. Internal message code: SELECT 331	W	3					S		3	1305 102
R3TR	PROG	Programs	PROG	Program	SAPLZSD_FG_SALES				Z001	SAP ECC 6.0	SAPLZSD_FG_SALES	LZSD_FG_SALESU05	   73	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZRMMR1MRB	Revaluation with Logistics Invoice Verification			Z001	SAP ECC 6.0	ZRMMR1MRB	ZMRM_CONST_ME	   73	The current ABAP statement is obsolete. You can only use "TYPE" to refer to DDIC types, not "LIKE" or "STRUCTURE" Dictionary types, not "LIKE" or "STRUCTURE". Internal message code: MESSAGE G/B	W	3		X			S		3	2500 102
R3TR	PROG	Programs	PROG	Program	ZSD_DELV_CREATE	Manual Delivery Creation Program			Z001	SAP ECC 6.0	ZSD_DELV_CREATE	ZINC_DELV_CREATE_CL	   73	The field LR_SELECTIONS is not addressed statically in the program.	W	3					S		3	0906 09Z
R3TR	PROG	Programs	PROG	Program	ZNOTE_2120509	Manual activities for SAP Note 2088777			ZFIORI1	SAP ECC 6.0	ZNOTE_2120509		   74	Internal table GT_TABNAME[] is not addressed statically in the program	W	3		X			S		3	0906 091
R3TR	PROG	Programs	PROG	Program	Z_SD_IF_TLMS	TLMS file upload program			Z001	SAP ECC 6.0	Z_SD_IF_TLMS	Z_SD_IF_TLMS_TOP	   74	No reads performed on field GV_COUNT.	W	3					S		3	0908 09E
R3TR	PROG	Programs	PROG	Program	ZMM_NEW_BACKLOG_REPORT	Backlog Report			Z001	SAP ECC 6.0	ZMM_NEW_BACKLOG_REPORT	ZMM_NEW_BACKLOG_REPORT_FORM	   74	No reads performed on field LV_AUART.	W	3					S		3	0908 09E
R3TR	PROG	Programs	PROG	Program	ZRFFOUS_C	International Payment Medium - Check (with check management)			Z001	SAP ECC 6.0	ZRFFOUS_C	ZRFFORI00	   74	Structure TCURX is not addressed statically in the program.	W	3		X			S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZPP_COE_REPORT_V2	PP functional upgrade report			ZUPD_DEL_PP	SAP ECC 6.0	ZPP_COE_REPORT_V2	ZPP_COE_REPORT_TOP	   74	Structure WA_EXCEL4 is not addressed statically in the program.	W	3		X			S		3	0906 09F
R3TR	PROG	Programs	PROG	Program	ZMM_PALLETS_UPDATE	Update ZMM_PALLETS Table			Z001	SAP ECC 6.0	ZMM_PALLETS_UPDATE	ZMM_PALLETS_UPDATE_FORM	   74	Syntax check warning. This warning is only displayed in SLIN In "SELECT SINGLE ...", the WHERE condition for a key field does not test for equality or the FROM clause contains a join. This means the result is possibly not unique. Internal message code: MES	W	3					S		3	1305 102
R3TR	PROG	Programs	PROG	Program	ZERROR_DISPLAY	Display Log			Z001	SAP ECC 6.0	ZERROR_DISPLAY	ZERROR_DISPLAY_F01	   74	Syntax check warning. This warning is only displayed in SLIN The work area "IT_LOG" has more fields than selected. Internal message code: SELECT 331	W	3					S		3	1305 102
R3TR	PROG	Programs	PROG	Program	ZMM_PALLETS_UPDATE	Update ZMM_PALLETS Table			Z001	SAP ECC 6.0	ZMM_PALLETS_UPDATE	ZMM_PALLETS_UPDATE_FORM	   74	The current ABAP statement is obsolete. SELECT without an INTO clause is not supported in the OO context. Use "SELECT ... INTO wa". Internal message code: SELECT 202	W	3					S		3	2500 102
R3TR	PROG	Programs	PROG	Program	SAPLZSD_FG_TLMS				Z001	SAP ECC 6.0	SAPLZSD_FG_TLMS	LZSD_FG_TLMSU02	   74	The current ABAP statement is obsolete. Tables with headers are no longer supported in the OO context. Internal message code: MESSAGE G1D	W	3					S		3	2500 102
