PGMID	MAINOBJ	MAINOBJ_DESC	MAINPROG	OBJECT	OBJDESC	OBJNAME	OBJTEXT	LINENO	INCL	FRICETYPE	PACKAGE	SYSNAME	R_MAINOBJ	NOTE	TITLE	ERRORMSG	ORIGIN	ORIGIN_DESC	REF_OBJ_TYPE	REF_OBJ_NAME	REF_SUB_TYPE	REF_SUB_NAME	REF_INT_TYPE	REF_INT_NAME	SIMPLI_ID	CATEGORY	CATEG_DESC	COMPLEXITY	COMPLEX_DESC	AREA	AREA_DESC	INT_TYPE	INT_NAME
R3TR	CLAS	Class (ABAP Objects)	ZCL_UPD_S4_CHECKS_BP					1	ZCL_UPD_S4_CHECKS_BP==========CP		ZUPD_PRECHECK	SAP ECC 6.0	ZCL_UPD_S4_CHECKS_BP	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TTYP	CMDS_KNA1_T					FA163EDF73161ED5A7B15E0F5DEB18E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CLAS	Class (ABAP Objects)	ZCL_IM_RBT_ENH_BADI_SETTLE					1	ZCL_IM_RBT_ENH_BADI_SETTLE====CP		ZSD	SAP ECC 6.0	ZCL_IM_RBT_ENH_BADI_SETTLE	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	KOMFKGN					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CLAS	Class (ABAP Objects)	ZCL_IM_RBT_ENH_BADI_SETTLE					1	ZCL_IM_RBT_ENH_BADI_SETTLE====CP		ZSD	SAP ECC 6.0	ZCL_IM_RBT_ENH_BADI_SETTLE	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	ENH_REBATE_BONUSKOM					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	ZGPH					0			ZGPH	SAP ECC 6.0	ZGPH	2228241	LONG MATERIAL NUMBER	Usage of functionality not supported any more	R	Reference	FUGR	MV02					FA163EDF73161ED5A7B15DE9A538D8E0	2	Medium	2	Medium	IS-A-LMN			
R3TR	CMOD	Customer enhancement projects	ZGPH					0			ZGPH	SAP ECC 6.0	ZGPH	2228241	LONG MATERIAL NUMBER	Usage of functionality not supported any more	R	Reference	FUGR	MV01					FA163EDF73161ED5A7B15DE9A538D8E0	2	Medium	2	Medium	IS-A-LMN			
R3TR	CMOD	Customer enhancement projects	ZKSB1					0			ZCO	SAP ECC 6.0	ZKSB1	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	RKPOA					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	ZKSB1					0			ZCO	SAP ECC 6.0	ZKSB1	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	RKPOS					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	Z_MKS01					0			ZSD	SAP ECC 6.0	Z_MKS01	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	KAEP_DEV					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	ZEDICSKB					0			ZCOL	SAP ECC 6.0	ZEDICSKB	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	KAEP_DEV					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	ZEDICSKB					0			ZCOL	SAP ECC 6.0	ZEDICSKB	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	KAEP_COPL					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	Z_MKS01					0			ZSD	SAP ECC 6.0	Z_MKS01	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	KAEP_COPL					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	ZKSB1					0			ZCO	SAP ECC 6.0	ZKSB1	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	KAEP_COPL					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	ZKSB1					0			ZCO	SAP ECC 6.0	ZKSB1	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	KAEP_COEP_X					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	ZEDICSKB					0			ZCOL	SAP ECC 6.0	ZEDICSKB	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	KAEP_COEP_X					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	Z_MKS01					0			ZSD	SAP ECC 6.0	Z_MKS01	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	KAEP_COEP_X					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	ZEDICSKB					0			ZCOL	SAP ECC 6.0	ZEDICSKB	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	KAEP_COEJA_X					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	Z_MKS01					0			ZSD	SAP ECC 6.0	Z_MKS01	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	KAEP_COEJA_X					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	ZKSB1					0			ZCO	SAP ECC 6.0	ZKSB1	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	KAEP_COAC					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	ZEDICSKB					0			ZCOL	SAP ECC 6.0	ZEDICSKB	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	KAEP_COAC					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	Z_MKS01					0			ZSD	SAP ECC 6.0	Z_MKS01	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	KAEP_COAC					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	Z_MKS01					0			ZSD	SAP ECC 6.0	Z_MKS01	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	KAEP_CM					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	ZKSB1					0			ZCO	SAP ECC 6.0	ZKSB1	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	KAEP_CM					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	ZEDICSKB					0			ZCOL	SAP ECC 6.0	ZEDICSKB	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	KAEP_CM					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	ZEDICSKB					0			ZCOL	SAP ECC 6.0	ZEDICSKB	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	FCOMS_GROUP_COSTCENTER_ATTR					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	Z_MKS01					0			ZSD	SAP ECC 6.0	Z_MKS01	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	FCOMS_GROUP_COSTCENTER_ATTR					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	CMOD	Customer enhancement projects	ZFORTRAD					0			ZSD	SAP ECC 6.0	ZFORTRAD	2223144	DEPRECATION OF SD FOREIGN TRADE	Usage of functionality not supported any more	R	Reference	FUGR	V50E					FA163EDF73161ED5A7B15CE11C1498DD	3	High	3	High	SD-FT	Foreign Trade		
R3TR	CMOD	Customer enhancement projects	ZFORTRAD					0			ZSD	SAP ECC 6.0	ZFORTRAD	2223144	DEPRECATION OF MM FOREIGN TRADE	Usage of functionality not supported any more	R	Reference	FUGR	V50E					FA163EDF73161ED5A7B15DE9A53818E0	3	High	3	High	MM-FT	Foreign trade		
R3TR	CMOD	Customer enhancement projects	ZFORTRAD					0			ZSD	SAP ECC 6.0	ZFORTRAD	2223144	DEPRECATION OF SD FOREIGN TRADE	Usage of functionality not supported any more	R	Reference	SMOD	V50EPROP					FA163EDF73161ED5A7B15CE11C1498DD	3	High	3	High	SD-FT	Foreign Trade		
R3TR	CMOD	Customer enhancement projects	ZFORTRAD					0			ZSD	SAP ECC 6.0	ZFORTRAD	2223144	DEPRECATION OF MM FOREIGN TRADE	Usage of functionality not supported any more	R	Reference	SMOD	V50EPROP					FA163EDF73161ED5A7B15DE9A53818E0	3	High	3	High	MM-FT	Foreign trade		
R3TR	DTEL	Data Element	ZMATNR_J					0			ZMM	SAP ECC 6.0	ZMATNR_J	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZZMATN					0			ZPP	SAP ECC 6.0	ZZMATN	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZQMATNR					0			ZFI	SAP ECC 6.0	ZQMATNR	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZZMATNR_2					0			ZPP	SAP ECC 6.0	ZZMATNR_2	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZE9SASAOKO					0			ZSD	SAP ECC 6.0	ZE9SASAOKO	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZMATNR_IN					0			ZGSRVCM	SAP ECC 6.0	ZMATNR_IN	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZE9SASARBZ					0			ZSD	SAP ECC 6.0	ZE9SASARBZ	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZE9SASAUST					0			ZSD	SAP ECC 6.0	ZE9SASAUST	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZE9SASEXPR					0			ZSD	SAP ECC 6.0	ZE9SASEXPR	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZE9SASFAHR					0			ZSD	SAP ECC 6.0	ZE9SASFAHR	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZE9SASKLMA					0			ZSD	SAP ECC 6.0	ZE9SASKLMA	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZE9SASKLMB					0			ZSD	SAP ECC 6.0	ZE9SASKLMB	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZMM_DE_BISMT_TO					0			ZMM	SAP ECC 6.0	ZMM_DE_BISMT_TO	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	BISMT					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZMM_DE_BISMT_FR					0			ZMM	SAP ECC 6.0	ZMM_DE_BISMT_FR	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	BISMT					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZLOCAL_CTN					0			ZSD	SAP ECC 6.0	ZLOCAL_CTN	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	ATWRT					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZMMPFEP_ZMATNR2					0			ZMM	SAP ECC 6.0	ZMMPFEP_ZMATNR2	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZMMPFEP_ZMATNR3					0			ZMM	SAP ECC 6.0	ZMMPFEP_ZMATNR3	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZMMPFEP_ZMATNR1					0			ZMM	SAP ECC 6.0	ZMMPFEP_ZMATNR1	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZE9SASKLMC					0			ZSD	SAP ECC 6.0	ZE9SASKLMC	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZE9SASKLMD					0			ZSD	SAP ECC 6.0	ZE9SASKLMD	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZE9SASPICZ					0			ZSD	SAP ECC 6.0	ZE9SASPICZ	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZGEP_MATNR					0			ZGEP_WEB_CATALOG	SAP ECC 6.0	ZGEP_MATNR	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZE9SASVERS					0			ZSD	SAP ECC 6.0	ZE9SASVERS	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZE9ZUGMATA					0			ZMM	SAP ECC 6.0	ZE9ZUGMATA	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZE9ZUGMATB					0			ZMM	SAP ECC 6.0	ZE9ZUGMATB	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZE9ZUGMATE					0			ZMM	SAP ECC 6.0	ZE9ZUGMATE	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZE9ZUGMATF					0			ZMM	SAP ECC 6.0	ZE9ZUGMATF	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZZMODEL					0			ZSD	SAP ECC 6.0	ZZMODEL	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZZMATNRS					0			ZSD	SAP ECC 6.0	ZZMATNRS	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZZPFEP_PACK					0			ZAPO	SAP ECC 6.0	ZZPFEP_PACK	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZZ_DELTA_FERT					0			ZMM	SAP ECC 6.0	ZZ_DELTA_FERT	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZZBOMCODE					0			ZCO	SAP ECC 6.0	ZZBOMCODE	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZSMATN					0			ZMM	SAP ECC 6.0	ZSMATN	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZMATNRPREC					0			ZMM	SAP ECC 6.0	ZMATNRPREC	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZMATNR3					0			ZMM	SAP ECC 6.0	ZMATNR3	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZMATNR2					0			ZMM	SAP ECC 6.0	ZMATNR2	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZZSUBST					0			ZMM	SAP ECC 6.0	ZZSUBST	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZMATNR_C					0			ZPP	SAP ECC 6.0	ZMATNR_C	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZMATNR_A					0			ZPP	SAP ECC 6.0	ZMATNR_A	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZMATNR_OUT					0			ZGSRVCM	SAP ECC 6.0	ZMATNR_OUT	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZZ_SUBST					0			ZMM	SAP ECC 6.0	ZZ_SUBST	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZZMATNR					0			ZSD	SAP ECC 6.0	ZZMATNR	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZCMATNR					0			ZFI	SAP ECC 6.0	ZCMATNR	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZPART5					0			ZAA	SAP ECC 6.0	ZPART5	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZPART4					0			ZAA	SAP ECC 6.0	ZPART4	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZPART3					0			ZAA	SAP ECC 6.0	ZPART3	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZPART2					0			ZAA	SAP ECC 6.0	ZPART2	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZPART1					0			ZAA	SAP ECC 6.0	ZPART1	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZZAPPLIANCE					0			ZSD	SAP ECC 6.0	ZZAPPLIANCE	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZECIFRANGE					0			ZAPO	SAP ECC 6.0	ZECIFRANGE	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZZ12NC					0			ZGSRVCM	SAP ECC 6.0	ZZ12NC	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	DTEL	Data Element	ZMATNR_M					0			ZMM	SAP ECC 6.0	ZMATNR_M	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	DOMA	MATNR					FA163EDF73161ED5A7B15D2AADB218DD	3	High	1	Low	LO-MD-MM	Material Master		
R3TR	ENHO	Enhancement Implementation	ZVBRK_VBRP_DATENTRANSPORT					23	ZVBRK_VBRP_DATENTRANSPORT=====E		ZSD	SAP ECC 6.0	ZVBRK_VBRP_DATENTRANSPORT	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	VBRP					FA163EDF73161ED5A7B15DE9A53A98E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	ENHO	Enhancement Implementation	ZVBRK_VBRP_DATENTRANSPORT					28	ZVBRK_VBRP_DATENTRANSPORT=====E		ZSD	SAP ECC 6.0	ZVBRK_VBRP_DATENTRANSPORT	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	KNA1					FA163EDF73161ED5A7B15DE9A53A98E0	3	High	2	Medium	LO-MD-MM	Material Master		
R3TR	FUGR	Function Group	ZPO_WOL	FUNC	Function Module			1	LZPO_WOLU01	FUNC	ZPO_WOL	SAP ECC 6.0	ZPO_WOL	2215424	MATERIAL FIELD LENGTH EXTENSION	Syntactically incompatible change	R	Reference	TABL	BAPICUVAL					FA163EDF73161ED5A7B15E0F5DEAD8E0	3	High	2	Medium	LO-MD-MM	Material Master		
