COMPONENT	COMPONENTDESC	COMPTYPE	RELEASE	BFUNCTION	BFUNCDESC	BFUNCCATEG	CURRSTAT	FUTURESTAT	BFCONFLICT	MSGTYPE	ADDONSTAT	ADDONCONFLICT	SUCCPRODUCT	SUCCSW
ECC-DIMP	DIMP	Industry Solutions	606	AD_GPD_CI_1	GPD Improvements	Industries Business Functions	OFF	ON	Warning	W		S		
ECC-DIMP	DIMP	Industry Solutions	606	AD_GPD_CI_2	GPD Innovations	Industries Business Functions	OFF	ON	Warning	W		S		
ECC-DIMP	DIMP	Industry Solutions	606	AD_MPN_SCM	Material Exchange Using SCM	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
ECC-DIMP	DIMP	Industry Solutions	606	AD_MPN_SCM_2	Mat.Exc.SCM Int/Ext Comp.Repair	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
ECC-DIMP	DIMP	Industry Solutions	606	AD_MPN_STO	Interchangeability in STO	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
ECC-DIMP	DIMP	Industry Solutions	606	AD_MRO_CI_3	Rot/SSP, Subcon Innovations	Industries Business Functions	OFF	ON	Warning	W		S		
ECC-DIMP	DIMP	Industry Solutions	606	AUTO_DP_1	Dealer Portal, VMS, SPP, ES	Industries Business Functions	OFF	ON	Warning	W		S		
ECC-DIMP	DIMP	Industry Solutions	606	AUTO_DP_2	DP, NWBC, VC Intgr.	Industries Business Functions	OFF	ON	Warning	W		S		
ECC-DIMP	DIMP	Industry Solutions	606	ERP_ECC_MSP_EA	ERP MSP(general core enablement)	Enterprise BF / Enhancement Packages	OFF	ON	Warning	W		S		
ECC-DIMP	DIMP	Industry Solutions	606	LOG_EAM_ELBK	Electronic Logbook Data Exchange	Enterprise BF / Enhancement Packages	OFF	ON	Warning	W		S		
ECC-DIMP	DIMP	Industry Solutions	606	LOG_EAM_POM_2	MEB and Logbook Innovations	Enterprise BF / Enhancement Packages	OFF	ON	Warning	W		S		
ECC-DIMP	DIMP	Industry Solutions	606	LOG_EAM_ROTSUB	Refurbishment & Subcontracting	Enterprise BF / Enhancement Packages	OFF	ON	Warning	W		S		
ECC-DIMP	DIMP	Industry Solutions	606	LOG_EAM_ROTSUB_2	Refurbishment & Subcontracting 2	Enterprise BF / Enhancement Packages	OFF	ON	Warning	W		S		
ECC-DIMP	DIMP	Industry Solutions	606	LOG_EAM_WTY	Warranty for customer service	Enterprise BF / Enhancement Packages	OFF	ON	Warning	W		S		
ECC-DIMP	DIMP	Industry Solutions	606	LOG_MM_RL	Returnable Packaging Logistics	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
ECC-DIMP	DIMP	Industry Solutions	606	LOG_SD_EDIMON	EDI Monitors	Enterprise BF / Enhancement Packages	OFF	ON	Warning	W		S		
ERECRUIT	E-Recruiting	Industry Solutions	606	HCM_ERC_ANALYTICS_1	HCM, SAP E-Recruiting Analytics	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
ERECRUIT	E-Recruiting	Industry Solutions	606	HCM_ERC_CI_1	HCM, SAP E-Recruiting 1	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
ERECRUIT	E-Recruiting	Industry Solutions	606	HCM_ERC_CI_2	HCM, SAP E-Recruiting 2	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
ERECRUIT	E-Recruiting	Industry Solutions	606	HCM_ERC_CI_3	HCM, SAP E-Recruiting 3	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
ERECRUIT	E-Recruiting	Industry Solutions	606	HCM_ERC_CI_4	HCM, SAP E-Recruiting 4	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
ERECRUIT	E-Recruiting	Industry Solutions	606	HCM_ERC_EIC_1	ERC, Integration with SSC	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
ERECRUIT	E-Recruiting	Industry Solutions	606	HCM_ERC_EIC_2	ERC, Integration with SSC 2	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
ERECRUIT	E-Recruiting	Industry Solutions	606	HCM_ERC_SES_1	HCM, SAP E-Recruiting Search 1	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
ERECRUIT	E-Recruiting	Industry Solutions	606	HCM_TM_ANALYTICS_1	HCM, TM Analytics 1	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
FI-CA	FI-CA	Industry Solutions	606	FIN_FSCM_BD_2	BD: Pr. to Pay, Cust. Fld. Ext.	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
FI-CAX	FI-CA Extended	Industry Solutions	606	FICAX_BILL_INVOICING	Billing and Invoicing	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
FI-CAX	FI-CA Extended	Industry Solutions	606	FICAX_CI_2	Contract Accounts A/R and A/P,02	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
FI-CAX	FI-CA Extended	Industry Solutions	606	FICAX_CI_3	Contract Accounts A/R + A/P, 03	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
FI-CAX	FI-CA Extended	Industry Solutions	606	FICAX_CI_4	Contract Accounts A/R and A/P,04	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
FI-CAX	FI-CA Extended	Industry Solutions	606	FICAX_INV_1	Invoicing	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
FI-CAX	FI-CA Extended	Industry Solutions	606	FICAX_INV_PP_1	Billing in FI-CA	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
FI-CAX	FI-CA Extended	Industry Solutions	606	FICAX_INV_PP_2	Billing in FI-CA, 01	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
FI-CAX	FI-CA Extended	Industry Solutions	606	FICAX_LEASING_CI_1	Contract A/R & A/P, Leasing 1	Industries Business Functions	OFF	OFF	Pass - No Impact	S		S		
FINBASIS	Financial Basis	Others	736	FIN_FSCM_CCD_2	FSCM Functions 2	Enterprise BF / Enhancement Packages	OFF	ON	Warning	W		S		
FINBASIS	Financial Basis	Others	736	FIN_FSCM_CCD_3	FSCM Functions 3	Enterprise BF / Enhancement Packages	OFF	ON	Warning	W		S		
FINBASIS	Financial Basis	Others	736	FIN_FSCM_SSC_AIC_1	FSCM, Enablement for FSS	Enterprise BF / Enhancement Packages	OFF	CUS_SWITCH	Pass - No Impact	S		S		
FINBASIS	Financial Basis	Others	736	FIN_MDM_ORG	MDG, Financials, Org. Units	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
FINBASIS	Financial Basis	Others	736	FIN_SSC_ISS_1	ISS, Enablement for FSS	Enterprise BF / Enhancement Packages	OFF	DEF_STATE				S		
INSURANCE	SAP Insurance	Industry Solutions	606	/GSINS/INS_LOC_01	Insurance, Vehicle Func. for RU	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
INSURANCE	SAP Insurance	Industry Solutions	606	/GSINS/INS_LOC_02	Insurance Localization Brazil	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
INSURANCE	SAP Insurance	Industry Solutions	606	INS_FSCD	Collections/Disbursements	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
INSURANCE	SAP Insurance	Industry Solutions	606	INS_FSCD_CI_2	Insurance: Coll./Disb. 2	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
INSURANCE	SAP Insurance	Industry Solutions	606	INS_FSCD_CI_3	Ins: Collections/Disbursements 3	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
INSURANCE	SAP Insurance	Industry Solutions	606	INS_FSCD_CI_4	Ins.:Collections/Disbursements 4	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
INSURANCE	SAP Insurance	Industry Solutions	606	INS_FSCD_CI_4B	Insurance Collect./Disburse. 4B	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
INSURANCE	SAP Insurance	Industry Solutions	606	INS_FSCM_AUTO	Insurance Auto Best Practice	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
INSURANCE	SAP Insurance	Industry Solutions	606	INS_FSCM_CI_1	Insurance Claim Handling	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
INSURANCE	SAP Insurance	Industry Solutions	606	INS_FSCM_CI_2	Insurance Claim Handling 2	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
INSURANCE	SAP Insurance	Industry Solutions	606	INS_FSCM_CI_3	Insurance Claim Handling 3	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
INSURANCE	SAP Insurance	Industry Solutions	606	INS_FSCM_CI_4	Insurance Claim Handling 4	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
INSURANCE	SAP Insurance	Industry Solutions	606	INS_FSCM_ENT_SRCH_1	Claims Enterprise Search I	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
INSURANCE	SAP Insurance	Industry Solutions	606	INS_FSCM_LIFE	Insurance Life Benefit Process	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
INSURANCE	SAP Insurance	Industry Solutions	606	INS_LOC_IN_01	Insurance localization WHT India	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-CWM	Industry Solution Catch Weight Management	Industry Solutions	606	/CWM/CM_1	CWM, Inv.Mgmt, Inv.Acctg in ERP	Industries Business Functions	OFF	OFF	Pass - No Impact	S		S		
IS-CWM	Industry Solution Catch Weight Management	Industry Solutions	606	/CWM/CM_2	Finalization Architecture Change	Industries Business Functions	OFF					S		
IS-CWM	Industry Solution Catch Weight Management	Industry Solutions	606	/CWM/CM_3	Repetitive MFG, Addit. Processes	Industries Business Functions	OFF					S		
IS-CWM	Industry Solution Catch Weight Management	Industry Solutions	606	/CWM/FMP	CWM: Flexible Material Prices	Industries Business Functions	OFF					S		
IS-H	SAP Healthcare	Industry Solutions	606	ISHMED_EDP	Clinical System EDP	Industries Business Functions	OFF					S		
IS-H	SAP Healthcare	Industry Solutions	606	ISHMED_MISC01	Clinical System Func. Ext. 6	Industries Business Functions	OFF					S		
IS-H	SAP Healthcare	Industry Solutions	606	ISHMED_SCD	Clinical System SCD	Industries Business Functions	OFF					S		
IS-H	SAP Healthcare	Industry Solutions	606	ISH_AMB_MISC1	SAP Ambulatory Care Mgmt LPA	Industries Business Functions	OFF					S		
IS-H	SAP Healthcare	Industry Solutions	606	ISH_BP_OM	SAP Patient Management BP/OM	Industries Business Functions	OFF					S		
IS-H	SAP Healthcare	Industry Solutions	606	ISH_CRMPM	SAP CRM and PM Integration	Industries Business Functions	OFF					S		
IS-H	SAP Healthcare	Industry Solutions	606	ISH_CV_CN	SAP Patient Management CV China	Industries Business Functions	OFF					S		
IS-H	SAP Healthcare	Industry Solutions	606	ISH_CV_FR	SAP Patient Management CV France	Industries Business Functions	OFF					S		
IS-H	SAP Healthcare	Industry Solutions	606	ISH_CV_IT	SAP Patient Management CV Italy	Industries Business Functions	OFF					S		
IS-H	SAP Healthcare	Industry Solutions	606	ISH_MISC1	SAP Patient Management LPA	Industries Business Functions	OFF					S		
IS-H	SAP Healthcare	Industry Solutions	606	ISH_MISC2	SAP Patient Management LPA 2	Industries Business Functions	OFF					S		
IS-H	SAP Healthcare	Industry Solutions	606	ISH_MISC3	SAP Patient Management LPA 3	Industries Business Functions	OFF					S		
IS-H	SAP Healthcare	Industry Solutions	606	ISH_TC	SAP Patient Management TC	Industries Business Functions	OFF					S		
IS-M	SAP MEDIA	Industry Solutions	606	MED_BP_1	Media, BP	Industries Business Functions	OFF	OFF	Pass - No Impact	S		S		
IS-M	SAP MEDIA	Industry Solutions	606	MED_CA_1	Media, Contract A/R & A/P	Industries Business Functions	OFF	OFF	Pass - No Impact	S		S		
IS-M	SAP MEDIA	Industry Solutions	606	MED_CA_2	Media, Contract Accounting 2	Industries Business Functions	OFF	OFF	Pass - No Impact	S		S		
IS-M	SAP MEDIA	Industry Solutions	606	MED_CA_3	Media, Contract A/R and A/P 3	Industries Business Functions	OFF	OFF	Pass - No Impact	S		S		
IS-M	SAP MEDIA	Industry Solutions	606	MED_CA_4	Media, Contract A/R and A/P 4	Industries Business Functions	OFF	OFF	Pass - No Impact	S		S		
IS-M	SAP MEDIA	Industry Solutions	606	MED_INV_PP	Media: Content to Cash	Industries Business Functions	OFF	OFF	Pass - No Impact	S		S		
IS-M	SAP MEDIA	Industry Solutions	606	MED_MAM_1	Media, Ad Mgmt 2	Industries Business Functions	OFF	OFF	Pass - No Impact	S		S		
IS-M	SAP MEDIA	Industry Solutions	606	MED_MAM_2	Media, Cross-Media Ads	Industries Business Functions	OFF	OFF	Pass - No Impact	S		S		
IS-M	SAP MEDIA	Industry Solutions	606	MED_MSD_1	Media, Subs. Mgmt 2	Industries Business Functions	OFF	OFF	Pass - No Impact	S		S		
IS-M	SAP MEDIA	Industry Solutions	606	MED_PDEX_1	Media, Press Distrib. 2	Industries Business Functions	OFF	OFF	Pass - No Impact	S		S		
IS-OIL	IS-OIL	Industry Solutions	606	COMM_MGMT&BULK_LOG_1	Commodity mgmt & Bulk Transports	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-OIL	IS-OIL	Industry Solutions	606	CROSS_EXCISE_DUTY	Cross Excise Duty Management	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-OIL	IS-OIL	Industry Solutions	606	ILM_CDE_CONT_IS_OIL	ILM, CDE for Oil&Gas	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-OIL	IS-OIL	Industry Solutions	606	IS_MIN_LOC_BR_01	IS-Mining Brazil	Enterprise BF / Enhancement Packages	OFF	OFF	Pass - No Impact	S		S		
IS-OIL	IS-OIL	Industry Solutions	606	LOG_COMMODITY_TRANSPORT_MGMT_4	Commodity Mgt & Bulk Transports2	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-OIL	IS-OIL	Industry Solutions	606	LOG_COMMODITY_TRANSPORT_MGMT_5	Commodity Mgt & Bulk Transports3	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-OIL	IS-OIL	Industry Solutions	606	LOG_TSW_ECC	Trader's & Scheduler's Workbench	Enterprise BF / Enhancement Packages	OFF	OFF	Pass - No Impact	S		S		
IS-OIL	IS-OIL	Industry Solutions	606	OIL_LOC_AR_01	IS-Oil Localization Argentina	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-OIL	IS-OIL	Industry Solutions	606	OIL_PRODUCTION	Upstream Production Management	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-OIL	IS-OIL	Industry Solutions	606	OIL_REVENUE_ACCOUNTING	Upstream Revenue Accounting	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-OIL	IS-OIL	Industry Solutions	606	OIL_TSW_LOCRU_CI_1	IS-OIL, TSW Localization for RU	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-OIL	IS-OIL	Industry Solutions	606	OIL_TSW_LOCRU_CI_2	IS-OIL,TSW Localization for RU 2	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-OIL	IS-OIL	Industry Solutions	606	REMOTE_LOGISTICS_MANAGEMENT	Remote Logistics Management	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-OIL	IS-OIL	Industry Solutions	606	REMOTE_LOG_MGMT_1	Remote Logistics Management 1	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PRA	SAP IS-PRA	Industry Solutions	606	OIL_PRA_CI_1	PRA - Extended Features	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	ERP_IPS_4S_1	Social Services	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	ERP_IPS_4S_3	Social Services	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	ISHERCM_ESOA	SLCM, ESOA	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	ISHERCM_EXT_IAP	SLCM, Extended IAP	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	ISHERCM_EXT_IAP_2	SLCM, Extended IAP 2	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	ISHERCM_GRADING_ENH	SLCM, Grading Enhancements	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	ISHERCM_INTERNSHIP	SLcM: Internships	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	ISHERCM_LOCES_K12	Student Lifecycle Management ES	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	ISHERCM_LOCNL_STUDYLINK_1	Student Lifecycle Management NL	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	ISHERCM_MAIN	Academic Structure	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	ISHERCM_MAIN_IAP	SLCM, Implementation Accelerator	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	ISHERCM_REP	Student Reporting	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	ISHERCM_SETTINGS	Customizing & Settings	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	ISHERCM_UCAS	UCAS Interface	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	ISHERCM_UI_ADVISOR	SLCM, UI for Academic Advisor	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	ISHERCM_UI_STUDENT	SLCM, UI for Student Role	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	ISHER_BRFP_PROGRESSION	SLcM: Progression with BRF+	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	PSCD	PSCD, Collections & Disbursement	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	PSCD_COLLECTIONS_MANAGEMENT	PSCD, Collections Management	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	PSCD_COLLECTIONS_MANAGEMENT_1	PSCD, Collections&Corresp. Mgmt	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	PSCD_COLLECTIONS_MANAGEMENT_2	PSCD, Collections&Corresp. Mgmt2	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	PSCD_COLLECTIONS_MANAGEMENT_3	PSCD Collections Management 3	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	PSCD_COLLECTIONS_MANAGEMENT_3C	PSCD Customer Connect	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	PSCD_GRANTOR_2	PSM, Enh. Feat. GM-GTR (PSCD)	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	PSCD_SETTINGS	PSCD, Customizing & Settings	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	PSCD_SOCIAL	Social Services (PSCD)	Industries Business Functions	OFF	OFF	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	PSCD_TRM_&_PROPERTY_TAX	Tax&Rev. Mmgt incl. Prop. Tax	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	PSCD_TRM_AND_WITHHOLDING	Tax&Rev. Mmgt incl. Withholding	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	PSCD_TRM_BRFPLUS	PSCD: Calculate PT using BRFPlus	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-PS-CA	IS-PUBLIC SECTOR CONTRACT ACCOUNTING	Industry Solutions	606	PSCD_TRM_RETURN_PROCESSING	PSCD, Tax Return Processing	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S		S		
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ILM_CDE_CONT_IS_U	CDE Content for IS-U	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_AMI_1	Advanced Metering Infrastructure	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_AMI_2	Advanced Metering Infrastructure	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_AMI_3	Advanced Metering Infrastructure	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_AMI_4A	Advanced Metering Infrastructure	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_AMI_4B	Advanced Metering Infrastructure	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_BI_INV_1	Enhanced Billing & Invoicing	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_CA_1	Utilities, Contract A/R a. A/P 1	Industries Business Functions	ON	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_CA_2	Utilities, Contract A/R a. A/P 2	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_CRM_1	Customer Relationship Management	Industries Business Functions	ON	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_CRM_2	CRM for Utilities 1	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_INV_1	Utilities, Conv. Invoicing 1	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_INV_PP_1	Billing in FI-CA	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_INV_PP_2	Billing in Cont.Acc.Rec./Pay.1	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_LOC_CI_1	Localization, Customer Feedback	Industries Business Functions	ON	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_LOC_CI_2	Localization, Customer Feedback	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_LOC_CI_3	Localization, Customer Feedback	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_MCOMM_1	Flexibilization of IDE	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_MCOMM_2	Flexibilization of IDE	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_MCOMM_3	Utilities, Market Communictn. 3	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_MC_DEX_1	Infrastructure ServiceEnabl. IDE	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_QD_1	Utilities, Quantity Determinatn.	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_UI_1	UI BT	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_UI_2	UI BT	Industries Business Functions	OFF	CUS_SWITCH	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_WASTE_2	Waste & Recycling	Industries Business Functions	OFF	OFF	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_WASTE_3	Waste & Recycling	Industries Business Functions	OFF	OFF	Pass - No Impact	S				
IS-UT	SAP Utilities/Telecommunication	Industry Solutions	606	ISU_WASTE_C&I_2	Waste & Recycling, C&I	Industries Business Functions	OFF	OFF	Pass - No Impact	S				
